Date,X_00060_00003,X_99133_00003
6/27/15,770,20.9
6/28/15,728,20.8
6/29/15,664,20.7
6/30/15,600,20.4
7/1/15,557,20.2
7/2/15,517,20.1
7/3/15,478,20
7/4/15,445,19.8
7/5/15,415,19.5
7/6/15,462,17.9
7/7/15,500,18.2
7/8/15,478,18.8
7/9/15,433,19.4
7/10/15,391,19.2
7/11/15,385,18.1
7/12/15,394,17.7
7/13/15,347,17.8
7/14/15,304,17.1
7/15/15,268,16.4
7/16/15,337,14.2
7/17/15,710,15.6
7/18/15,643,18.5
7/19/15,461,18.7
7/20/15,366,17.9
7/21/15,322,17.2
7/22/15,283,16.3
7/23/15,249,15.8
7/24/15,219,15.5
7/25/15,190,14.7
7/26/15,189,12.8
7/27/15,170,12.4
7/28/15,186,11.5
7/29/15,195,11.1
7/30/15,181,11.4
7/31/15,157,11.3
8/1/15,137,11
8/2/15,126,10.4
8/3/15,117,9.35
8/4/15,108,8.25
8/5/15,102,7.45
8/6/15,95.2,6.83
8/7/15,87.6,6.3
8/8/15,82.6,5.75
8/9/15,77.5,5.08
8/10/15,76.2,4.25
8/11/15,71.9,3.58
8/12/15,62.2,3.17
8/13/15,55.7,2.83
8/14/15,50.7,2.32
8/15/15,46.1,1.87
8/16/15,42.8,1.56
8/17/15,107,1.57
8/18/15,958,6.13
8/19/15,1830,13.7
8/20/15,1640,15.9
8/21/15,1120,16.7
8/22/15,906,16.1
8/23/15,874,15.7
8/24/15,843,16.6
8/25/15,617,16.7
8/26/15,482,16.3
8/27/15,403,15.7
8/28/15,960,12.6
8/29/15,3360,12.2
8/30/15,3160,13.8
8/31/15,2650,14.9
9/1/15,1870,15.3
9/2/15,1370,15.4
9/3/15,1090,15.4
9/4/15,881,15.2
9/5/15,740,14.9
9/6/15,646,14.7
9/7/15,573,14.2
9/8/15,573,13.7
9/9/15,675,14.3
9/10/15,624,14.8
9/11/15,682,15.5
9/12/15,618,15.9
9/13/15,550,15.8
9/14/15,503,15.6
9/15/15,460,15.3
9/16/15,418,14.9
9/17/15,393,14.5
9/18/15,381,14.3
9/19/15,369,14.4
9/20/15,353,14.5
